content,title
"Microsoft Excel Training - Beginner to Advanced Level, {Basic Formulas, Sum, SumIF & SUMIFs, Finding Minimum, Maximum, Average & Calculate Average on condition, Change Case Functions (Upper, Lower & Proper), Randbetween, Adding system date, time & converting data to Upper and Lower case, Charts, Create Column, Line & Pie charts, Conditional Formatting, Conditional Formatting using formula, Formatting data on the basis of Criteria, Count Functions, Counting records, course blanks and count on the basis of Condition, Excel Reference Materials, Excel Tips and Tricks & Reference Material, Excel Shortcuts, Getting Started (Basic of Excel & Excel Shortcuts), Excel Basics, Hyperlink, Linking Sheets & other files, IF Condition, IF Condition & Multiple IFs, Length, Trim & Concatenate Function, Count characters, Remove extra blank spaces & combine first & last name, Macros, Automate your regular activities with Macro recording, Other Regular used Functions, Calculate days between two dates, Paste Special, Convert Formulas into value, Pivot tables, Create summary reports from Huge Database, Protecting Data, Protect Sheet & Workbook, Sorting & Filtering, Sorting (Arranging data in proper order), Filter data according to your requirement, Sub total & Text to Column (To Seperate First Name & Last Name), Seperate First & Last Name, Create Subtotal of Huge data, Validation, Create drop down in cells & Restrict invalid values in cell, Creating dependent list (Advanced Validation), Vlookup & Hlookup, Index & Match (Reverse lookup), Compare & Pull data from another file}",Excel
"Excel 2010 Intermediate, {Applying Outlines and Subtotals, Applying an Outline Manually, Modifying Outline Settings, Applying an Automatic Outline, Creating Subtotals, Clearing Subtotals, Expanding and Collapsing an Outline, Changing the Function Used in Subtotals, Collaborating, Using the Document Inspector, Comparing and Merging Workbooks, Saving a Workbook as a PDF, Sharing a Workbook, Emailing a Workbook, Adding Comments, Tracking Changes in a Workbook, Conclusion, Conclusion, Course Overview, Course Overview, Creating Charts, Changing the Chart Type, Creating a Chart on a Separate Sheet, Switching Row/Column Data, Changing the Chart Range, Creating an Embedded Chart, Moving and Resizing a Chart, Printing a Chart, Drawing Objects, Modifying Objects, Adding a Text Box, Inserting SmartArt, Drawing a Rectangle or Oval, Drawing a Line or Arrow, Formatting Objects, Formatting a Chart, Customizing 3D Effects on a Chart, Formatting Chart Elements, Creating a Picture Chart, Applying Quick Layouts and Quick Styles, Adding Chart Elements, Using Workbooks, Renaming Sheets, Using the Watch Window, Inserting and Deleting Sheets, Moving and Copying Sheets, Applying Tab Color, Moving a Sheet to another Workbook, Navigating a Workbook, Grouping Worksheets, Creating Formulas between Worksheets, Working with Range Names, Inserting Hyperlinks to Range Names, Creating a Range Name from Headings, Assigning a Range Name, Creating 3D Range Names, Moving to and Deleting Range Names, Working with Templates, Using an Existing Template, Creating and Saving a Template, Opening and Modifying a Template}",Excel
"Excel 2010 Advanced, {Analyzing Data, Using the Scenario Manager and Goal Seek, Auditing and Error Checking, Conclusion, Conclusion, Conditional Formatting and SparkLines, Applying Conditional Formats, Managing Conditional Formats, Creating SparkLines, Modifying SparkLine Styles, Importing and Exporting Data, Transferring between Word and Excel, Transferring between Access and Excel, Importing a Text File, Introduction, Introduction, Managing Data, Working with Tables, Data Validation, Sorting a List, Filtering Data, Using Advanced Functions, Financial Functions, Lookup Functions, Text Functions, Help with Functions, Logical Functions, Using PivotTables, Pivot Charts, and Slicers, Filtering and Sorting, Filtering with Slicers, Adding a PivotChart, Creating and a Pivot Table}",Excel
"Excel 2013 For Dummies Video Training, Deluxe Edition, {Beyond Excel, Windows 8 For Dummies Cheat Sheet, Access: Searching and Filtering a Database, PowerPoint 2013 For Dummies Cheat Sheet, Outlook: Storing and Updating Contact Information, Access 2013 For Dummies Cheat Sheet, Access: Sorting Data, Outlook: Managing Appointments, Word 2013 For Dummies Cheat Sheet, PowerPoint: Prepping Your Slides for Presentation, General: Connecting to SkyDrive, Word: Adding Headers and Footers, PowerPoint:Adding Visual Transitions, Charts, Graphics, and Data Lists, Importing External Data, Editing and Formatting Inserted Images, Working with WordArt, SmartArt, Screenshots, and Themes, Customizing Charts and Chart Elements, Reordering the Layering of Graphic Objects, Telling All with a Text Box, Moving and Resizing Embedded Charts, Creating Data Lists, Editing the Generic Titles in a Chart, Working with Downloaded or Local Images, Grouping and Hiding Graphic Objects, Sparking Up the Data with Sparklines, Sorting and Filtering Data Lists, Making Professional-Looking Charts, Creating Spreadsheets, Using the Insert Function Button, Doing the Data-Entry Thing, AutoComplete, AutoFill, and Flash Fill, Exploring Excel's Data Types, Fixing mistakes with AutoCorrect, The AutoSum and Quick Analysis Tools, Saving Your Workbooks, Document Recovery, Doing Data Analysis, Sorting and Filtering Pivot Table Data, Creating Pivot Tables, Creating Pivot Charts, Using Scenario Manager, Playing What-If with Goal Seeking, Playing What-If with Data Tables, Formatting Pivot Tables, Modifying Pivot Tables, Editing Spreadsheets, Stamping Out Your Spelling Errors, Using the Format as Table Gallery, Formatting Cells with the Mini-bar, Calibrating Columns, Altering the Alignment, Staying in Step with Insert, Futzing with the Fonts, Making Edits with Undo, Drag-and-Drop, Cut/Copy/Paste, Eliminating Errors with Text to Speech, Fooling Around with the Format Painter, Working with Styles, Opening Your Workbooks for Editing, Conditional Formatting, Deleting Stuff, Making Cell Selections, Excel 2013 For Dummies Personal Library, Excel 2013 Educational PowerPoint, What's New in Excel 2013, Excel 2013 VBA Programming For Dummies: Parts of Tens, Cheat Sheet from Excel VBA Programming For Dummies, Excel 2013 For Dummies: Parts of Tens, Cheat Sheet from Excel 2013 All-in-One For Dummies, Excel 2013 All-in-One For Dummies, Special Udemy Edition eBook, Cheat Sheet from Excel 2013 For Dummies, Getting Organized, Protecting your Content, Juggling Multiple Worksheets, Viewing Multiple Worksheets at Once, Fixed Headings with Freeze Panes, Splitting the Worksheet into Windows, Doing Your Research, Naming Ranges, Summing Stuff on Different Worksheets, Controlling Recalculation, Zooming In and Out, Shifting Sheets to Other Workbooks, Replacing Cell Entries, Adding, Editing, and Printing Comments, Adding, Deleting, and Reordering Worksheets, Comparing Worksheets Side by Side, Editing Multiple Worksheets at Once, Finding and Replacing, Getting Started with Excel 2013, Tips on Using the Touch Keyboard, Finding Help, Navigating the Worksheet Area, Using the Excel Ribbon, Launching (and Quitting) Excel, Selecting Commands, Going Backstage, Customizing the Quick Access Toolbar, The Formula Bar and the Status Bar, Linking, Automating, and Sharing Spreadsheets, Automating Commands with Macros, Sharing Workbooks via SkyDrive, Presenting and Editing Worksheets, Adding hyperlinks to a Worksheet, Using Excel Add-Ins, Using Apps for Office, Printing, Using the Backstage Print Screen, Inserting Headers and Footers, Printing the Formulas in a Worksheet, Printing the Current Worksheet, Setting Up Your Pages, Solving Page Break Problems, Previewing Pages in Page Layout View, The Part of Tens, Top Ten New Features in Excel 2013, Top Ten Beginner Basics}",Excel
"Facebook Timeline Pages For Business, {Facebook Timeline Changes E-Book ( Downloadable), Timeline Pages For Business Report , Facebook Timeline Changes For Business Pages Fact Sheet (Downloadable), Timeline Pages For Business Cheatsheet , Facebook Timeline For Pages Promo, Facebook Timeline Changes For Pages Video Promo, Facebook Timeline: Introduction, Facebook Timeline For Business Pages Video Course - Introduction, Section Five: Adding Apps and HTML To Your Facebook Page, 6 Adding Optins & HTML To A Timeline App, Section Four: Adding Your You Tube Feed To Your Facebook Page, 5 Adding Your You Tube Account Inside A Timeline App, Section One: Activate Your Page For The New Timeline, 2 Activate Your Facebook Page For Time, Section Seven: Managing Your Page Content, 7 Managing Your Content With Facebook Timeline, Section Three: Adding Your Blog Feed To Your Page, 4 Adding Your Blog Feed Inside A Facebok App, Section Two: Adding Your Cover Photo, 3 Adding Your Cover Shot To Timeline}",Facebook Marketing
"Facebook Training for Business, {Best Practices, Sharing Photos & Videos, Sharing Positive Posts, Why & How Businesses Facebook, Covers, Compliance and Cute, Promotions, Pin, Hide and Remove Posts from Pages, Managing Page Timelines, Next Steps, Tagging Status Updates, Using Timeline Effectively, Embedding ""Like"" Buttons, Public Figure Pages, Like Buttons with Faces, Most Engaging Status Updates, Edgerank, Bonus Content, Pinterest Demo, Google Plus Demo, Case Studies, Case Study: Amazon Open Graph Integration, Case Study: Ducati Motorcycles, Case Study: BP Oil Spill, Case Study: Greenpeace Brandjacks Nestle, Hands-On Training, Search, Privacy Settings, Vanity URLs, Newsfeeds, Apps and Profiles, Memorial Pages, Profile Badges, Intro, About this Trainer, Housekeeping, Overview, Facebook by the Numbers, Promotional Materials, Mobile, Facebook Mobile App, Instagram, Supplemental Resources, Facebook Like Buttons: Deep Dive, Facebook Pages & Ads: Deep Dive, Jay Baer on Google Plus , Best Wall Posts: Industry Research, Facebook Open Graph: Deep Dive, Social by Design: The Future of Facebook Marketing, Facebook Automation: Vendor Briefing, Facebook Measurement: Vendor Briefing, Resources Overview}",Facebook Marketing
"Build Your Email List Using Facebook Live Video!, {Bonus, Video Instructions For Customizing Your Funnel Assets, List Building Funnel Assets, Broadcast Like A Celebrity, Get Ready, It's Showtime!, Practice And Preparation, Continue To Generate Leads Even After Your Live Broadcast, Repurpose Your Live Video Broadcasts, Kickstart Your Facebook Live Video Career!, Why Use Facebook Live Video For Marketing, Compelling Topics For Live Video That Convert, The Secret Recipe For Your List Building Funnel, How To Serve Your Funnel Like A Pro Chef, Essential Ingredients For Your List Building Funnel, Your Arsenal For Successful Live Video Broadcasting, Professional Options For Facebook Pages, Facebook Live Video Options For Everyone}",Facebook Marketing
"How to Create a Facebook Connect Login System for Websites, {Bonus Material, Bonus Lecture: Course Discounts, Bonus: Introduction to Facebook Application Development, Part 2, Part 1, Course Conclusion, Conclusion, Request a Course, Creating a Facebook Connect System, Installing and Using the Facebook SDK, Finishing Up, Integrating SDK with CodeIgniter, Scopes, Fixing Bugs, Creating and Using a Library, Logging In, Creating a New Function, Introduction to the Course, Introduction and Getting Set Up}",Facebook Marketing
"Facebook Advertising using Pay Per Click, {2015 Update, Intro to 2015 Update, Pixel Tracking, Additional Resources, Newsfeed Ad Placements, Using Canva to create Facebook ad images, Bonus Videos, Bonus Video 1 - Inside a Real Campaign, Facebook Power Editor, What is it?, Split Testing Multiple Ads, Downloading and Installing Power Editor, Images, Image is Everything!, Image Editing, Internal and External Ads, Ad Types, Using facebook to create a simple Internal Ad, Split Testing, Understanding demographics, Creating an External Ad, Introduction, Before we Start, Introduction, Wrap Up, What we covered}",Facebook Marketing
"Facebook for Business Pages Insights Content EdgeRank, {My First Section, Facebook EdgeRank How to Master Engagement and Posting, Why Facebook and How to get Started, Facebook Search and the Influence of Edgerank, Facebook Content Strategies, Facebook Insights or Analytics}",Facebook Marketing
"2 Cent Facebook Clicks - Cheap Targeted Traffic, {2 Cent Facebook Clicks, Setup Tracking Systems, Research is the Golden Key, Introduction to Facebook Ads, BONUS: 21 Ways to Become A Social Media Superstar, 21 Ways to Become A Social Media Superstar, BONUS: Advanced Custom Audiences, Final Overview, How to Find Custom Audiences, Social Media Plan of Attack, What to Do with Them, Uploading your Audience, Overview of Custom Audiences, Automation Resources PDF, Advanced Audiences, BONUS: Sneaky Twitter and Facebook Shares, Sneaky Facebook & Twitter Shares, BONUS: Social Media Plan of Attack, Social Media Plan of Attack, Conversion Tactics, iFrame Affiliate Offers, The Facebook Ad Panel Explained, Tweaking your Campaign for Maximum ROI, Add e-mail marketing, Creating Page tabs, Landing Pages, Sending People to your Videos, Creating Ads That Sell, Getting Your Ads Approved, Creating a Good Image, Coming up with Headlines that Sell, Targeting your Audience, Writing the Ad Copy}",Facebook Marketing
"The Basics of Facebook Analytics , {Bonus - Full Walk-Through of Facebook Analytics, The Basics of Facebook Analytics, Bonus Content, Tracking Conversions, Sourcing Content, Why Being Liked Is Not Everything?, Ad Manager Analytics, When to Post on Facebook, Class Review, Review of Course, Course Overview, Introduction, Getting Started on Facebook Analytics, How to Find Facebook Insights, Where the Data Lives, Posts Tab, People Tab, Likes Tab, Reach Tab, Overview Tab, Visits Tab}",Facebook Marketing
"Your Social Media Toolbox: Schedule, Autofollow & Automate, {BONUS LECTURE: Extra Courses!, EXTRA COURSES! & Hiring Laurel Papworth, CLIENTS: Automate Growing Your Database of Followers ETC, Twitter: Unfollow Based on Lack of Interaction, Twitter: Following by Location and Subject, CONTENT: Automating Content Distribution on Social Media, Automatically Recycle Evergreen Content, ADVANCED: AutoBlogging, Send News, Blogs and Magazine Articles to Social Media Automatically, From Your Blog/Website to Twitter, Facebook, Google Plus, LinkedIn etc, Course Introduction & Promo, Course Outline, Intro, About Me, ...And A Bit More!, Course WrapUp, How Did It Work For You? What Next...?, General Automation, Everything Else, POST: Student Q and A, AYUSH: Automating RSS to Facebook Group (NOT an Admin), TIME: Scheduling Social Media Updates, Scheduling Facebook & Twitter (Natively), Extensions for Scheduling social media updates, Upload 100's (Bulk) Status Updates to Facebook, Twitter, Google+ for Year, Let The Software Schedule the Time!, Repeat Evergreen Multiple Updates to Facebook Twitter Over Years, Scheduling ALL Social Media Sites At Once, Find The Best Time of Day to Schedule Facebook, ADVANCED: More on Bulk Upload Spreadsheet/Scheduling}",Facebook Marketing
"Facebook Pages Essentials For Business - 2014 Edition, {Bonus Material, Mindmap, Top Ten Facebook Marketing Techniques, Checklist, Congratulations!, Wrapping Up - Where To Go From Here, Creating - Optimizing - Promoting Your FB Business Page, Creating Your Profile - Spreading Your Message Right From The Beginning, Using Facebook Insights - Giving Your Fans What They Want, Creating Custom Tabs - Drive Traffic, Get Leads, Engage Visitors, The Right Way To Find A Profitable Niche, a. Posting And Updating Content - Using Status Updates To Engage Your Fans, Getting Fans For Your Page The Easy Way - Taking Advantage Of The Latest Updates, Creating Your FB Pages Account - The Right Start For A Successful Launch, b. Posting And Updating Content - Using The Power Editor For Maximum Engangement, Downloadable Files, Audio Files, Transcriptions, Introduction To FB Pages Essentials For Business, Training System Overview - Why Are FB Pages So Important For Your Business?}",Facebook Marketing
"Facebook for Small Business, {Course Wrap Up, Thanks for Joining Me, Creating Your Fan Page, Cover Photo Inspiration, Using software to enhance your Facebook Fan Page, Section 2 Wrap Up, The anatomy of a Facebook Fan Page, How to create a Facebook Fan Page, Developing Compelling Content, Creating effective video posts, Start with an editorial calendar, Creating effective image posts, Section 3 Wrap Up, Engaging Customers, Ideas for creating engaging Facebook posts, Section 5 Wrap Up, Effectively engaging with your mobile device, The fundamentals of engagement strategy, Fundamentals of Audience Development, How to get in in front of customers on Facebook, How audiences use Facebook, Introduction to Audience Development, Section 4 Wrap Up, How audiences find you on Facebook, Why Use Facebook?, is Facebook Marketing Important?, Course Introduction}",Facebook Marketing
